Key;Label;Tipo Ficheiro;Pasta;Ficheiro;Tipo de Dado;Clas. Risco;Densidade Risco;Nr Dados;Tamanho Documento
000862;RPT000862;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\6\14\94eaaef8-3279-4675-8b07-5e75a7034826\;cc157fe5-ad23-44db-a9d3-8200488aff27.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;17;8463
000863;RPT000863;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\7\14\5fa9e1da-3b1f-4b84-a1ef-6caaca1b24be\;a894bf71-b570-4c90-8d7a-16f432441d5d.1..pdf;Filiacao, IBAN, Profissao, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;17;1506
000864;RPT000864;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\8\13\704b881b-bd69-4ea3-a0a0-9dd100c2928d\;2010_08_13_11_44_33.pdf;CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;11;6534
000865;RPT000865;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\12\20\6a375706-db4d-4f26-9ac8-8a7c29664207\;380cca0e-3779-4b44-954b-a96ea5b34a80.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1480
000866;RPT000866;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\9\30\6f2b4d80-5fd9-4a0f-accd-a8b5bbc3d406\;cef9e144-1b12-440c-9633-679a1b6428bf.1..pdf;Filiacao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;17;1388
000867;RPT000867;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\6\9\07628372-ecfb-4281-82e1-39c08d9495aa\;6cf82897-12bf-4165-a633-de43ca05e2b7.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;22;1407
000868;RPT000868;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\4\1\7fec9ed4-5cf7-44e7-ac53-44a12f4b43e0\;e5c3326a-3cd2-4a25-b32c-bb32fb6e5c3b.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;21;7653
000869;RPT000869;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\12\22\fde4c08f-d5ac-4f66-9f1c-7cf9336bf467\;00a67574-e73c-498b-8141-23a41454d016.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1345
000870;RPT000870;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\6\19\80aa8f5b-400e-4e5b-b54b-025bd9de1850\;9cad8f8e-0c63-4275-b544-bbae9344d2a9.1..pdf;;0;0.00000;0;1071
000871;RPT000871;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\1\25\9800b898-fc76-4f78-b8cd-cbc86af8b274\;e96fd491-316d-461f-816a-0d2c26c56c5c.pdf;;0;0.00000;0;4663
000872;RPT000872;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2012\11\12\57b121dc-1b86-4d07-aa10-8a21dbb9a8a9\;fbe97158-2efe-480d-bc8c-9a485697dd69.pdf;CPostal, Data, DesignacaoCP, Nome;2;0.00013;7;11174
000873;RPT000873;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\10\30\a82dcb43-a1e9-4691-a60a-c830393a8fea\;17d02dc9-3a1f-4023-b4a0-fa4723e1050b.pdf;;0;0.00000;0;2105
000874;RPT000874;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\3\18\54a4b450-cc55-4694-8ce8-c2691bbc5f68\;a063d793-759b-411a-815f-12d15ff849ae.pdf;;0;0.00000;0;7291
000875;RPT000875;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\6\8\c3b3d1c8-3c09-4743-b24e-143e9d6a0289\;0434d236-324e-4f08-914d-80c0b0a3ece3.1..pdf;;0;0.00000;0;1168
000876;RPT000876;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\8\5\e54cb662-8374-4b45-9796-8d020eefdf8f\;0d73563f-4d0b-456f-bc2f-f9dfff70f25d.pdf;IBAN, NIB, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;1211
000877;RPT000877;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\3\31\c5846eb3-3aa4-498b-a2ee-eedb6fcfdbd5\;3feeafed-f25a-4fdc-b67c-ca3b7a08a1d6.pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;20;1345
000878;RPT000878;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\7\25\e148c76c-4181-4f4d-9e44-9d251066b390\;ff11c68f-9c35-42d5-b271-83384b3f6de7.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;30;1152
000879;RPT000879;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2009\10\12\29407b54-6c01-4e6d-b1aa-9ca000aaf30d\;2009_10_12_10_21_05.pdf;NIB, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;15;3637
000880;RPT000880;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\12\11\9da49b5d-6863-489e-8a48-7439238ee190\;0209a41e-786f-4f95-bd50-6371bfda8e18.1..pdf;Filiacao, Telemovel, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00017;18;643
000881;RPT000881;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\8\7\c97718a7-e109-4f3e-909f-fb16390d8168\;8a2e37e5-2039-42fd-ad54-51f3b92e3076.1..pdf;;0;0.00000;0;7809
000882;RPT000882;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\7\11\7e4b42c0-90ac-4fff-855f-6f262bd23de0\;212f46dc-d2a5-4c6c-87ec-437114a075f3.1..pdf;;0;0.00000;0;2216
000883;RPT000883;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\7\2\4e32bc9b-8f09-4d40-9f51-ba7ce841850a\;14399858-ed5a-4fe8-93d0-cd2692f2f888.1..pdf;;0;0.00000;0;4631
000884;RPT000884;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\11\21\42ef5beb-7ac4-4fe3-a684-1190c3139066\;8ee943f3-ff42-45f3-bd60-9b5815e3856f.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;8374
000885;RPT000885;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\2\7\4d4f1675-39fe-4240-8633-29245d0c82c9\;9b9f9f5f-f4a0-4259-89bf-ffd45a4a4934.pdf;;0;0.00000;0;7365
000886;RPT000886;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\12\22\25c699ad-72b5-43a5-9bfa-64eb73b8dd01\;c18b962b-7034-420f-8108-14464cadee4e.1..pdf;Filiacao, IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;19;1597
000887;RPT000887;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\3\17\c35e02d5-b2c3-4f50-962a-6729c7491085\;04281577-bac9-4818-a61e-b05f4fb522e8.1..pdf;Data, DesignacaoCP;2;0.00013;5;35702
000888;RPT000888;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2009\10\12\7524734f-46d4-4d29-b912-9ca000cce4de\;2009_10_12_12_18_54.pdf;DesignacaoCP;1;0.00007;1;5731
000889;RPT000889;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\10\17\757ed278-980d-4883-b9c5-0c69d159d9ae\;532dba79-394b-4b0d-9d4e-13674d0f0922.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1278
000890;RPT000890;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\4\5\838659f1-d8ae-4132-bd6a-9d4f00a46367\;2010_04_05_09_56_43.pdf;Filiacao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;13;19703
000891;RPT000891;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\9\19\2b3da6fe-5d3a-4f81-a135-e34a6f8031c2\;e82fac31-9d31-4019-b88d-67d77283a5fe.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;21;7482
000892;RPT000892;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\4\6\39ecd48c-3fa1-4baa-bbec-6af58c915294\;eee9f8a6-c3af-43a2-a196-9a8c2aec8b68.1..pdf;;0;0.00000;0;4068
000893;RPT000893;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\4\13\09d2d7e3-2a75-42b6-917b-01bc36a65554\;bb62230e-1b96-43f8-a996-b32b6744ef35.1..pdf;;0;0.00000;0;1647
000894;RPT000894;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\1\2\ec1da4fe-978e-4e57-b86b-33deeee7e8da\;f629326f-40f0-497f-b6ca-510632c4f235.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;2074
000895;RPT000895;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\12\7\1af90ae9-9edc-4100-928b-f3f6d4327049\;4ef42411-235f-4a93-9539-c0f835f38cd3.1..pdf;Filiacao, IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;19;2006
000896;RPT000896;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\7\13\0c0ea55f-ce1e-40eb-89c2-823d1ed0e875\;3bb94d77-68de-4a3e-a315-d48a3d6d794f.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;28;1164
000897;RPT000897;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2012\10\12\68af7fa4-8ff1-4987-98ce-509cda4dc892\;dcb4c4bc-8b85-4697-955d-c8a77a1a32dd.pdf;;0;0.00000;0;8478
000898;RPT000898;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\5\9\2b706022-bde3-4cbe-a92f-034205c81936\;d1be4f81-d521-4298-a4e2-6fb448f71493.1..pdf;CPostal, Data, DesignacaoCP, Nome;2;0.00007;6;570
000899;RPT000899;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\3\9\cfbb2d00-1133-4ee7-ab43-37b3c5fe5956\;a98b7674-8399-4011-8bbc-2a285cbaf339.1..pdf;IBAN, NIB, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;23;2075
000900;RPT000900;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\4\10\71aad676-8f1d-4b1b-9bc0-de8e60232b17\;f3bf0b81-f717-47e1-ad10-04b76fc80b56.pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;15;1270
000901;RPT000901;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\12\13\11e4505c-14eb-4ae4-b7c7-a10adf4f35dd\;ada5875a-6563-4e30-adde-70b9d2257613.pdf;;0;0.00000;0;8370
000902;RPT000902;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\11\26\1d71602d-e70a-4342-b0e4-60847a44327d\;67664641-57e3-41e3-ace5-f6062e51a181.pdf;IBAN, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;14;1313
000903;RPT000903;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\5\21\95c49d8c-d1d2-4360-94ed-b31c6bf0dbbe\;909209e3-a4f8-4831-a97b-8d1f0583b4c4.1..pdf;Filiacao, Profissao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;26;1147
000904;RPT000904;xlsx;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\9\12\7aedde68-5c9f-44dc-938b-e6b497166765\;1cb5c3ad-33cd-4f31-aee1-e40b9462f01f.1..xlsx;EMAIL, DesignacaoCP, Nome;2;0.00013;5;2019
000905;RPT000905;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\2\8\3bdf3f10-a08d-4a26-bc00-c31da80f89ae\;a29a3007-3722-4527-91d5-8f154c0c9781.1..pdf;;0;0.00000;0;1051
000906;RPT000906;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\9\1\94fa2331-a798-4f57-a7e5-c60033cd0f53\;5300a9e7-7d0f-418d-ad5e-20d09195cef3.1..pdf;;0;0.00000;0;8833
000907;RPT000907;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2009\11\4\41e46df7-7475-4427-95de-9cb700badd7b\;2009_11_04_11_11_13.pdf;EMAIL, Nome;2;0.00013;13;45647
000908;RPT000908;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\3\13\7fb3787b-0306-4d2a-be2e-4026841e3c71\;130a3a7f-f63b-45df-885f-6c8479f3e1df.1..pdf;Profissao, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;12;53721
000909;RPT000909;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\3\28\ce821c7d-0f68-41c0-8f1c-6e988d066323\;188dc254-f98a-4237-af2c-1260d6d9d3dc.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;7544
000910;RPT000910;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\6\2\df7389c5-eaba-4d31-b44a-7c2a61def831\;1de333e4-4ed7-45e6-a773-140c873ae508.1..pdf;Filiacao, Morada, CPostal, EMAIL, Nome;5;0.00033;32;7552
000911;RPT000911;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\9\15\8056ac5f-e3bd-4497-8f37-e197de166ac2\;32d55e90-8f9e-4aeb-af82-b767461453e7.1..pdf;Filiacao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;15;1326
000912;RPT000912;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\1\7\a4a2d5b8-65e8-45de-b1eb-0d64386a4d3d\;1387e083-7b2d-4734-9817-065634a1df86.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1344
000913;RPT000913;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\1\16\189d4d88-5f27-4737-9e98-aee8338d6cfb\;c094e842-df18-4e2f-8340-b9636762eeaa.1..pdf;;0;0.00000;0;3491
000914;RPT000914;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\4\23\351edbeb-44ad-4452-a29d-86499cf5c23a\;14650e9d-a215-4df1-8383-191e0ff925c2.1..pdf;;0;0.00000;0;5372
000915;RPT000915;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\5\18\22c3b980-ce30-42e0-81cd-ad7d3f119984\;88f59719-0cc7-4cd0-b4cb-f7feb1f41f16.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;7673
000916;RPT000916;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\4\24\498b5c26-fa41-4aff-83f3-478d886cb348\;117f28a3-02d1-4630-ac70-fb376153980c.pdf;;0;0.00000;0;2254
000917;RPT000917;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\9\7\1c50a734-dfbb-436b-8c3a-009072814ca0\;6891c271-8f7b-4120-9e45-bc5196c24c1b.1..pdf;;0;0.00000;0;4062
000918;RPT000918;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\8\3\4ff5c974-734e-4ebb-bb2e-144286ba73ca\;bbda789a-d550-4332-b61f-89e8da6039b2.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;8459
000919;RPT000919;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\10\23\7804eaa2-d1a6-413c-ba11-b5fba97cc9f2\;b28a1c36-4fb5-45ea-9983-77d5d9428ce3.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;17;9827
000920;RPT000920;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\7\7\e27a25a5-201f-4357-ada9-9dac00c6cbd6\;2010_07_07_12_00_57.pdf;Morada, CPostal, Data, EMAIL, Nome;2;0.00013;15;18249
000921;RPT000921;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\2\18\824c9b02-8d1a-4b13-8cce-9d2100aa040f\;2010_02_18_10_18_03.pdf;NIB, Profissao, Telefone, CPostal, Data, DesignacaoCP, Nome;4;0.00026;15;3702
000922;RPT000922;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\3\19\43fbbdf7-35e5-4af8-8018-e771b686188a\;103b5c2e-c13a-410d-a950-73b5a37c3545.pdf;CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;13;8951
000923;RPT000923;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\6\14\0a451479-2327-4791-afc1-9d9500f3165f\;2010_06_14_14_43_57.pdf;Profissao, Telefone, CPostal, DesignacaoCP, Nome;2;0.00013;11;3323
000924;RPT000924;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\11\10\60ef323a-ed35-46ab-94ea-bdb91e61286a\;6dc71095-e1e0-4081-aaa7-d5b4d27cb375.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;8421
000925;RPT000925;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\3\12\f8195bd0-da37-4ebe-80b3-40d517ce8d14\;704b15f5-39b9-4229-9662-3bb529c519c0.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;14;8337
000926;RPT000926;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\3\19\b03fd749-a266-472c-bbd0-2597626941f1\;2372f039-7221-4ca7-a979-a7f4676cb2bb.1..pdf;;0;0.00000;0;6133
000927;RPT000927;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\11\30\eaad5e82-41cf-4d5d-8bc4-1bc7258e9b04\;344975a2-d0f1-4901-8e47-14ba7360303b.1..pdf;Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;19;2489
000928;RPT000928;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\5\4\a18e4e14-d732-4f34-90cd-9d6c00f898a4\;2010_05_04_15_03_02.pdf;NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;20;25693
000929;RPT000929;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\1\11\411ae745-8211-45db-8da1-bd9ade3fc7ed\;6f6f788f-96b2-485d-bd74-16d0b436d115.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;2299
000930;RPT000930;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\9\27\4d728b5d-7ede-4485-9ee6-49f706c8078e\;3a9d1105-4fbb-4ab7-916c-cf920ac024b7.1..pdf;Filiacao, IBAN, NIB, Data, Nome;5;0.00033;9;8505
000931;RPT000931;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\7\2\dadfb572-897d-4371-a4d0-65b611b83b7c\;400c0d69-8d68-4ff0-9307-4b365854fd39.pdf;;0;0.00000;0;1594
000932;RPT000932;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\7\6\31616171-872b-4416-88ea-316dfbd2e49c\;7cd2b401-031b-4fd4-9214-ae8ea450c85b.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;8490
000933;RPT000933;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\4\30\bcf94e2e-aaf6-4d1b-b981-a80ece55d4b5\;85488220-016b-4ac6-8c36-1da42ab6c22c.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00017;26;892
000934;RPT000934;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\2\21\38d97a8c-ca1c-4afb-ab0d-2db7adf0d67a\;63a4618e-fe08-479e-b394-684e0b5cf06d.1..pdf;Filiacao, IBAN, NIB, Telemovel, Morada, CPostal, NIF, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;19;2342
000935;RPT000935;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\1\2\0745d0b7-4cf3-4c15-8097-26104e0d5156\;c10e4040-3389-4b29-8dbb-5b85ed45f89d.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;2470
000936;RPT000936;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\9\12\044dfc68-22d2-46d8-95da-4617681377b8\;67b96085-90b4-4dcd-91a7-323ada8392a6.1..pdf;Morada, CPostal, Data, Nome;2;0.00013;13;4177
000937;RPT000937;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2012\4\18\a48123ab-0766-411a-826e-d6f75c5d9496\;e5fef58f-340b-4ee4-aa01-85011e268634.pdf;Filiacao, Profissao, CCidadao, CPostal, DesignacaoCP, EstadoCivil, Nome;5;0.00033;30;78493
000938;RPT000938;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\1\2\94db08bf-e17d-4d8f-8fa3-7d3855455bc3\;e6e22565-ad12-4721-94ea-ab561d30c90e.1..pdf;NIB, Morada, CPostal, EMAIL, DesignacaoCP, Nome;4;0.00026;10;2415
000939;RPT000939;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\5\11\ed2453e7-194d-41ad-bbef-02a8be7ce3a5\;ccd7ed47-d1c3-49de-b9cb-7f2ddb518282.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;6407
000940;RPT000940;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\11\24\08686ea4-13f6-44af-aa67-ea6c989c7111\;f7538864-b3c5-4d67-a636-0cf71b9002b6.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;8458
000941;RPT000941;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\3\17\d92c51a2-d670-4cb0-86cf-d5e2d993b88e\;d8e6e0cd-f7ef-47c5-bb5b-4ea3b704d1a4.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;27;1130
000942;RPT000942;xlsx;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\1\2\e5038abf-15f8-432f-abd0-41119dbf0174\;8eabf933-7b33-43e5-8d39-9579d182e62d.1..xlsx;Profissao, Nome;2;0.00013;203;1812
000943;RPT000943;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\11\2\458bf59e-f0c9-4042-9336-c530c393638f\;c3745726-299f-4239-8768-36ed6fef4a91.1..pdf;Filiacao, IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;20;11010
000944;RPT000944;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\1\5\6a016676-c60b-478a-a456-484055205fe0\;54cc42eb-84a7-4b30-897a-936e58fb8312.1..pdf;;0;0.00000;0;7012
000945;RPT000945;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\9\25\afdd6c7a-76e1-484a-bd24-fb0a51a3e27c\;8b2432f7-233f-49bc-b86f-e58c4ec85ad4.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;22;8306
000946;RPT000946;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\3\25\f4500e8e-9fac-40b4-803f-8b15a6b1aa56\;dfa5ebed-7318-4cde-a278-129f3a808401.1..pdf;Filiacao, IBAN, Profissao, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;20;11062
000947;RPT000947;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\12\18\e1ed18e1-ad62-4127-a2e5-94764459993c\;e8af7f7c-07a0-4e3f-b0cd-614763f4418d.1..pdf;;0;0.00000;0;1361
000948;RPT000948;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\6\1\6c6f72b3-afa7-461a-bc48-e4fa62f34a5e\;a5fd01ef-f3e4-4539-9fef-40abf9066973.1..pdf;Filiacao, IBAN, NIB, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;14;7730
000949;RPT000949;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\9\3\c7abddfa-7ff9-4c0c-82ad-821fd7d0f0ef\;37e7605c-8d17-4ef4-b888-701ca7447523.1..pdf;IBAN, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;1554
000950;RPT000950;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\12\22\de6c357f-765e-4e03-b3f4-de9e3cd7b32c\;e3c43d49-5955-427f-9bc0-1e40c696df85.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;23;1371
000951;RPT000951;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2011\10\12\ce72d2dd-1243-48ef-838e-01ed1e37e15c\;a0ae1c25-9612-43be-938a-9324bb8ecda7.pdf;Filiacao, Profissao, CPostal, Data, DesignacaoCP, Nome;5;0.00033;13;8589
000952;RPT000952;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2012\2\14\5ff7642d-351d-4e3e-b216-3355abbad4f1\;b20ff12f-71c0-44ca-a2d8-ac6e5d254308.pdf;;0;0.00000;0;10753
