Key;Label;Caminho;Path;File;EntityType;Risk;RiskDensity;EntityNr;SizeDocument
332;RPT000332;doc;C:\Users\m12003091\Desktop\DIVERSOS\;MARINHA_ DAGI CONCURSO PÚBLICO_DITIC_Penim Garcia.doc;Filiacao, Morada, CPostal, Nome, DesignacaoCP;5;0,00064;10;1109
333;RPT000333;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\NOTA DSF\;2ten lopes cordeiro_resutado PAFs.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;816
334;RPT000334;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;BRANCO MARINS.xlsx;Nome, DesignacaoCP;2;0,00025;8;1916
335;RPT000335;pdf;C:\Users\m12003091\Desktop\DIVERSOS\LIVRO DE INTEGRAÇÃO\;Código de Conduta.pdf;Filiacao, Profissao, Crime, Genero, EMAIL, Nome;5;0,00064;18;3580
336;RPT000336;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\NOTAS\;NOTA Nº _DITIC_CORDEIRO.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;836
337;RPT000337;pdf;C:\Users\m12003091\Desktop\formação\Formação£estágios\2018\;Protocolo.pdf;;0;0;0;4186
338;RPT000338;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\CEFA\;GUIA 129 CEFA_figueiredo dos santos 10abr13.xlsx;Data, Nome, DesignacaoCP;2;0,00025;10;1897
339;RPT000339;xls;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\PESSOAL\;ESTEVES.xls;Profissao, Nome, DesignacaoCP;2;0,00025;14;2421
340;RPT000340;xlsx;C:\Users\m12003091\Desktop\DIVERSOS\;Guia Remessa carta patente.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;13;454
341;RPT000341;doc;C:\Users\m12003091\Desktop\;Informação Cabimento.doc;Filiacao, Nome, DesignacaoCP;5;0,00032;8;293
342;RPT000342;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;sofia alves_dagi.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1906
343;RPT000343;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\promoçoes\;zambujo.xlsx;Data, Nome, DesignacaoCP;2;0,00025;8;1854
344;RPT000344;pdf;C:\Users\M12003091_old\AppData\Local\Microsoft\Windows\INetCache\IE\9F5R0WM0\;Lab03_Propriedades-de-Proteínas.pdf;Habilitacao, Nome;2;0,00025;2;4088
345;RPT000345;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2016\;NOTA nº062 _DITIC AVALIAÇÕES.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;9;770
346;RPT000346;xlsx;C:\Users\m12003091\Desktop\DIVERSOS\;Cópia de DESCANSO COM Nuno Alexandre.xlsx;Profissao, Nome, DesignacaoCP;2;0,00013;5;433
347;RPT000347;pdf;C:\Users\m12003091\Desktop\Livro de integração 2011_DAGI\;PCA 15_ Anexo A.pdf;Profissao, Nome;2;0,00025;5;2847
348;RPT000348;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\;NOTA Nº 101 AVALIAÇÕES DITIC.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;14;779
349;RPT000349;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\Notas\;Azevedo da Silva Nº 340.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;821
350;RPT000350;pdf;C:\Users\m12003091\Desktop\formação\;Pages from DOC-3.pdf;;0;0;0;443
351;RPT000351;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CTEN MENDES SIMÕES\;1 TEN V. NEVES.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;20;14953
352;RPT000352;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;CFR _MATIA DE FREITAS.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1924
353;RPT000353;pdf;C:\Users\M12003091_old\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\L0W0XCUT\;Alteração de morada.pdf;;0;0;0;1012
354;RPT000354;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;dagi nota nº.05_2015_siadap.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;14;789
355;RPT000355;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;NOTA DITIC_2015_Alves Vaz.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;12;783
356;RPT000356;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias cefa\;João Paulo Gonçalves Ferreira.xlsx;Filiacao, Nome, DesignacaoCP;5;0,00064;11;1939
357;RPT000357;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;furtado martins_ ssti.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1939
358;RPT000358;pdf;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\;Modelo de Certificado de Frequência de Estágio.pdf;Habilitacao, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0,00025;52;2578
359;RPT000359;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;MOITA RODRIGUES.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1920
360;RPT000360;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;TOMÉ MENDES.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1888
361;RPT000361;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\CALENDARIZAÇÃO 2013_PAFs_ficheiros\GUIAS DAGI\UAICM\;GUIA _ MOURA DA COSTA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;12;1984
362;RPT000362;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\11.0\Stamps\;interno DAGI.pdf;Nome;1;0,00013;1;12663
363;RPT000363;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\NOTAS\;NOTA Nº _DITIC_courela alexandre_santos veloso_salvador peso.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;819
364;RPT000364;docx;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\Ditic\Minutas - Protocolo\;Minuta Protocolo.docx;Habilitacao, Profissao, Morada, CPostal, Nome;2;0,00025;22;1376
365;RPT000365;pdf;C:\Users\m12003091\Desktop\cadernatas\;CERCA DAS AMENDOEIRAS.pdf;Profissao, CPostal, NIF, Data, Nome, DesignacaoCP;4;0,00051;20;5671
366;RPT000366;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;santos saraiva de oliveira.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1718
367;RPT000367;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CTEN S. OLIVEIRA\;SAJ AGUARDENTEIRO.pdf;Profissao, Data, Nome, DesignacaoCP;2;0,00025;24;14904
368;RPT000368;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;CUNHA BENTO.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;12;1929
369;RPT000369;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\NOTAS\;NOTA Nº _DITIC_vidal.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;831
370;RPT000370;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\MSG\;RUI DE DEUS.docx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;5;274
371;RPT000371;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CTEN B. SOUSA\;ASPOF T. GAMA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;18;14912
372;RPT000372;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DAGI\CFR F. OLIVEIRA\;2TEN G. PACHECO.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;18;15017
373;RPT000373;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;1sar eti caetano ferreira.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1873
374;RPT000374;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2016\;NOTA _DITIC AVALIAÇÕES.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;9;743
375;RPT000375;pdf;C:\Users\M12003091_old\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\L0W0XCUT\;SAIDA 258.pdf;;0;0;0;21401
376;RPT000376;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;riachos.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1906
377;RPT000377;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;MATIAS DE FREITAS.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1923
378;RPT000378;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;2ten monteiro.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1956
379;RPT000379;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\SIADAP 2015\;SIADAP_DAGI_2015.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;709
380;RPT000380;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2012\;S4.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;17;764
381;RPT000381;doc;C:\Users\m12003091\Desktop\Arquivo 2018 DITIC\CAIXA 01_ atualizado 26-jan\;Guia de remessa - CAIXA 1-2018-03.doc;Profissao, Data, Nome;2;0,00025;9;2522
382;RPT000382;docx;C:\Users\m12003091\Desktop\DIVERSOS\MINUTAS\;Minuta_Oficio_Representantes Marinha receção GMDSS BRASS_SSTI.docx;Profissao, DesignacaoCP, Nome;2;0,00025;33;1987
383;RPT000383;pdf;C:\Users\m12003091\Desktop\DIVERSOS\NUNO\;ANO 2006.pdf;;0;0;0;73714
384;RPT000384;docx;C:\Users\m12003091\Desktop\DIVERSOS\MINUTAS\;Declaração ISCTE_OLIVEIRA VIEIRA.docx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;7;725
385;RPT000385;pdf;C:\Users\M12003091_old\AppData\Local\Microsoft\Windows\INetCache\IE\FWD42IJS\;OA1_013_17[1].pdf;Filiacao, Habilitacao, Profissao, Data, DesignacaoCP, Nome;5;0,00064;218;47517
386;RPT000386;pdf;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;image1.pdf;;0;0;0;5307
387;RPT000387;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\Avaliações Militares_2014\;avaliação por destacamento do1º avaliadoba do batista de sousa_matias ferreira.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;791
388;RPT000388;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\;~$MAPA 1º SEMESTRE_2015.xlsx;;0;0;0;48
389;RPT000389;xlsx;C:\Users\m12003091\Desktop\formação\PAFN\PAFN2016\;Contributos PAFN 2016 DITIC.xlsx;Habilitacao, Profissao, EMAIL, Nome;2;0,00013;14;888
390;RPT000390;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\avaliações 2012\;MODELO DAGI.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;21;768
391;RPT000391;docx;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\Ditic\Minutas - Protocolo\;minuta - Diogo Vasconcelos Horta.docx;Filiacao, Habilitacao, Profissao, Morada, CPostal, DesignacaoCP, Nome;5;0,00064;35;1178
392;RPT000392;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\NOTAS\;NOTA Nº 62_DITIC_BRANCO MARTINS.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;781
393;RPT000393;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;SCH SILVA MATOS.xlsx;Nome, DesignacaoCP;2;0,00025;12;1874
394;RPT000394;pdf;C:\Users\m12003091\Desktop\tania\BOLSA 2017\;boletim.pdf;;0;0;0;2345
395;RPT000395;xlsx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\;MATRIZ DE AVALIAÇÕES MILITARES.xlsx;Profissao, Data, DesignacaoCP, Nome;2;0,00013;374;976
396;RPT000396;xls;C:\Users\m12003091\Desktop\Biblioteca_DITIC\Biblioteca_Lista de livros_DAGI_DITIC\Listas_antigas\;BIBLI-DITIC_2.xls;Filiacao, Profissao, Data, DesignacaoCP, Nome;5;0,00064;113;4051
397;RPT000397;pdf;C:\Users\m12003091\Desktop\tania\BOLSA 2017\;Ficha-Inscrição-2017-Tania.pdf;Filiacao, Habilitacao, Profissao, CCidadao, Morada, NIF, Data, EMAIL, Nome;5;0,00064;31;4913
398;RPT000398;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\MSG_PROMOÇÃO\;MSG DITICMAR _PROMOCAO_ santos jorge.docx;Profissao, Nome;2;0,00013;4;258
399;RPT000399;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\SSTI UAICM _ CEFA\;SSTI _GUIA  SAJ PRATA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;12;1971
400;RPT000400;pdf;C:\Users\M12003091_old\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\L0W0XCUT\;Memo_DITIC-31MAR17_CTEN_Mendes Simoes.pdf;;0;0;0;1244
401;RPT000401;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\DITIC 1º _2º SEMESTRE\;CABRITA DOS SANTOS.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1956
402;RPT000402;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFS 1 SEMESTRE 2012\MSG PAFs2012\;MSG PAIVA CANELAS.docx;Profissao, Nome, DesignacaoCP;2;0,00025;5;1203
403;RPT000403;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;SILVA MATOS.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1901
404;RPT000404;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;avaliação por destacamento do avaliador_ Figueiredo dos Santos.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;20;779
405;RPT000405;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\;NOTA DITIC_13.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;10;776
406;RPT000406;pdf;C:\Users\m12003091\Desktop\guias\;GUIA - HIGIENE E SEGURANÇA NO TRABALHO.pdf;Nome, DesignacaoCP;2;0,00025;9;3390
407;RPT000407;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\2TEN N. RIBEIRO\;1SAR ETI HOMEM.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;16;14953
408;RPT000408;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;AGUARDENTEIRO.xlsx;Data, Nome, DesignacaoCP;2;0,00025;13;1891
409;RPT000409;docx;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\Ditic\Certificados de estagio- Jorge Guedes\;Modelo de Certificado de Frequência de Estágio.docx;Habilitacao, Profissao, Data, Nome, DesignacaoCP;2;0,00025;17;1120
410;RPT000410;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\;MAPA 1º SEMESTRE_2014_Isabel_JUNHO_work.xlsx;Profissao, Data, Nome;2;0,00013;229;550
411;RPT000411;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CTEN MENDES SIMÕES\;SAJ ETC BISPO.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;20;14943
412;RPT000412;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS AO CEFA\;1 TEN ROBOREDO_GUIA CEFA.xlsx;Nome, DesignacaoCP;2;0,00025;7;1932
413;RPT000413;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\NOTA DSF\;gil peso_santos_capela_ditic.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;828
414;RPT000414;doc;C:\Users\m12003091\Desktop\DESPACHOS\;CHEFE GABINETE.doc;Profissao, Nome;2;0,00025;21;1821
415;RPT000415;docx;C:\Users\m12003091\Desktop\DESPACHOS\;DESPACHO Nº 02.docx;Nome;1;0,00013;9;1475
416;RPT000416;xlsx;C:\Users\m12003091\Desktop\DIVERSOS\LIVRO DE INTEGRAÇÃO\;Livro1.xlsx;Data, Nome, DesignacaoCP;2;0,00013;11;176
417;RPT000417;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\SSTI\CFR F. MARTINS\;1SAR C RAMOS.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;20;14989
418;RPT000418;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DAGI\;MODELO.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;12;1891
419;RPT000419;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;MATOS PIRES _1SAR_SSTI.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1902
420;RPT000420;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFS 1 SEMESTRE 2012\NOTAS Á DSF (DITIC)\;NOTA CTEN SILVA MONTEIRO.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;20;804
421;RPT000421;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\;Report PAF-1º SEMESTRE 2013 - 17ABR.xlsx;Profissao, Data, DesignacaoCP, Nome;2;0,00013;278;647
422;RPT000422;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\NOTA DSF\;DAGI_GONÇALVES DE DEUS,.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;18;812
423;RPT000423;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;QUARESMA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1906
424;RPT000424;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;ALBUQUERQUE _CAB CM_SSTI.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1907
425;RPT000425;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;SSTI _MOREIRA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1890
426;RPT000426;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\avaliações 2017\;NOTA DAGI_ cdiacm.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;13;972
427;RPT000427;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\Notas\;NOTAº273 SANTANA GONÇALVES E MARTINS GONÇALVES.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;12;813
428;RPT000428;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;CAB LACERDA.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00025;14;1907
429;RPT000429;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\DAGI 1º _2º SEMESTRE\;ESTEVES.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1907
430;RPT000430;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2016\;nota nº8  _avaliações_dagi priodicas.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;17;759
431;RPT000431;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DAGI\DIR DAGI\;CFR SEP G. FARIA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;16;14665
432;RPT000432;pdf;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\certificados estagios\;Modelo de Certificado de Frequência de Estágio_ rafael.pdf;Habilitacao, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0,00013;25;838
433;RPT000433;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\;~$MAPA 2º SEMESTRE_2014.xlsx;;0;0;0;48
434;RPT000434;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;sten gonçalves ferreira _ exames medicos pic.xlsx;Nome, DesignacaoCP;2;0,00025;10;1876
435;RPT000435;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\SIADAP 2015\;nota_ditic_ apos homolgação_2015_1.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;8;771
436;RPT000436;pdf;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;27 a 31AGO18 CTEN Nunes de Miranda assinada (002).pdf;Morada, CPostal, Nome, DesignacaoCP;2;0,00025;20;2124
437;RPT000437;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CTEN P. GARCIA\;1TEN S. VINAGRE.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;15;14986
438;RPT000438;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX. MÉDICO 2014\;Ass.adm_ teresa medeiro.xlsx;Nome, DesignacaoCP;2;0,00025;9;1934
439;RPT000439;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\1TEN F. SANTOS\;2TEN S. CAEIRO.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;20;14909
440;RPT000440;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\;Nº 87 AVALIAÇÃO CABO Lima.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;18;761
441;RPT000441;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;NEVES DA SILVA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1933
442;RPT000442;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;santo silva.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1920
443;RPT000443;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\11.0\Stamps\;DITIC.pdf;Nome;1;0,00013;2;15103
444;RPT000444;pdf;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;55839_pcs temporário_jul2018.pdf;DesignacaoCP;1;0,00013;1;9654
445;RPT000445;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\Avaliações Civis 2013\;NOTA SSTI.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;21;793
446;RPT000446;xlsx;C:\Users\m12003091\Desktop\;MAPA DO PAFM II.xlsx;Nome;1;0,00006;4;231
447;RPT000447;pdf;C:\Users\m12003091\AppData\Local\Adobe\Acrobat\9.0\Stamps\;DAGI.pdf;Nome;1;0,00013;1;14243
448;RPT000448;pdf;C:\Users\m12003091\Desktop\cadernatas\;cadernetaPredialContribuinte.jsp12.pdf;Profissao, CPostal, NIF, Data, Nome, DesignacaoCP;4;0,00051;21;5821
449;RPT000449;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX. MÉDICO 2014\;tec. inf_rui gomes.xlsx;Nome, DesignacaoCP;2;0,00025;11;1958
450;RPT000450;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\Avaliações Civis 2013\;NOTA DAGI_ Nº 85.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;17;766
451;RPT000451;doc;C:\Users\m12003091\Desktop\formação\Formação£estágios\2018\;Minuta Protocolo---isabel.doc;Habilitacao, Profissao, Nome;2;0,00025;15;2577
452;RPT000452;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\PROMOÇÕES _ MSG\;MSG DITIC _PROMOCÕES.docx;Profissao, Nome, DesignacaoCP;2;0,00013;6;235
453;RPT000453;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;ines vieira _ dagi.xlsx;Nome, DesignacaoCP;2;0,00025;9;1880
454;RPT000454;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\NOTAS AVALIAÇÕES DITIC\SSTI_avaliações_ 2013\;NOTA Nº 16 AVALIAÇÃO SANTOS COELHO.dotx.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;21;762
455;RPT000455;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\PROMOÇÕES _ MSG\;MSG DAGI _PROMOCAO ARACCHANDE.docx;Profissao, Nome;2;0,00013;3;246
456;RPT000456;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\Guias cefa\;pacheco_dagi.xlsx;Data, Nome, DesignacaoCP;2;0,00025;7;1893
457;RPT000457;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CTEN B. SOUSA\;1SAR ETC FERREIRA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;21;14960
