Key;Label;�rea Neg�cio;Pasta;Ficheiro;Tipo de Dado;Clas. Risco;Densidade Risco;Nr Dados;Tamanho Documento
514;RPT000514;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\10\19\d779105c-986c-48bc-a8f2-7d27a771fd6f\;634de70a-f7ef-41d7-832e-daa18adc4cf0.pdf;Filiacao, Morada, Nome;5;0.00033;8;35194
515;RPT000515;Apoio;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\8\2\b0cb6f49-3d47-41a5-9481-f941f670eca8\;f92163dc-d7bc-4eda-9feb-304e537a5f47.pdf;NIB, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;39;36486
516;RPT000516;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\3\27\27b896a4-9963-4538-adae-494a1ed26e1a\;596948cd-2be5-4659-b152-ec08482e115d.1..pdf;CPostal, Data, DesignacaoCP, Nome;2;0.00013;6;2990
517;RPT000517;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\3\30\14e6d970-b00f-487a-8b31-d91521d7889c\;17beba59-0255-4d64-becf-924bbe2c0acf.1..pdf;Filiacao, IBAN, NIB, CPostal, Data, DesignacaoCP, Nome;5;0.00033;16;2014
518;RPT000518;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\7\27\d20aefc9-3b00-4488-9622-91c2bee1bc6b\;529d63d3-b890-4414-a6de-f12db9b4949e.1..pdf;Filiacao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;14;1408
519;RPT000519;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\8\3\4d84ceee-6eea-4870-9abf-ebbfa6b489ce\;75b0df31-8c8d-42c5-b108-3201ba19e65c.1..pdf;;0;0.00000;0;1861
520;RPT000520;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\11\14\631def66-74bc-4922-90f9-3dc938f98134\;14fd0cb6-2735-489b-b893-2d4346afc007.1..pdf;;0;0.00000;0;9070
521;RPT000521;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\5\8\4394c8d3-5916-48c3-8d5a-a9a003e03a15\;828a746c-b956-4b34-ac17-29cddb73f9ec.pdf;Data, EMAIL, DesignacaoCP, Nome;2;0.00013;7;25875
522;RPT000522;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\17\baffa7d9-5cf3-48eb-a793-a15d3e26c315\;0397721f-7ddc-4636-a9f7-683b0604e948.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;2380
523;RPT000523;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\6\15\9fa24189-46ee-4940-be8c-9d9600c81096\;2010_06_15_12_07_09.pdf;NIB, Telefone, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;17;5226
524;RPT000524;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\1\31\575751f0-e992-4566-a118-d0ece5c808fa\;ad80cd9b-b2e5-4d0c-ae65-a864b6378de6.1..xlsx;DesignacaoCP, Nome;2;0.00013;2;2123
525;RPT000525;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\2\5\c8cbbbf3-8282-435d-bc83-519f7b06fdfa\;a70a676a-0576-48cb-a946-4809a22954b7.1..pdf;CPostal, Data, DesignacaoCP;2;0.00013;6;1273
526;RPT000526;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\24\7e74c015-ae54-4aa6-a44f-801127cd2974\;d26a974c-902f-4066-9206-a954cba8b48f.1..pdf;Morada, CPostal, Data, DesignacaoCP, Nome;2;0.00007;9;937
527;RPT000527;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\10\20\a3b77f4d-0385-4728-90a4-15efa08e2a14\;e7f93d03-93c7-43d3-aaa3-2e4d7c4df7ba.1..pdf;IBAN, NIB, Morada, CPostal, NIF, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;21;8445
528;RPT000528;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\5\24\4af9aa1d-6399-42b7-83ce-45bee9903905\;e7caa3a2-5c74-4187-a85d-439cf187a1d3.pdf;;0;0.00000;0;19315
529;RPT000529;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\11\25\0e58ce5d-3b3a-4a01-927e-57a59bfaf5bc\;8b04c948-e722-41c4-8cbe-299a755bc9af.1..pdf;Filiacao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;15;1369
530;RPT000530;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\6\30\42a8b904-56fd-4a31-8185-2f2bb1281cf4\;aed44746-1c58-4f52-a9e7-976e8c8d050b.1..pdf;;0;0.00000;0;1147
531;RPT000531;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\11\23\6bda7fe6-8c23-46f9-a4b3-9cca00b91b68\;2009_11_23_11_11_42.pdf;CPostal, Data, DesignacaoCP, Nome;2;0.00013;5;10034
532;RPT000532;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\11\19\d7c48f74-0775-4e37-a062-9cc600a9665e\;2009_11_19_10_09_40.pdf;Filiacao, Profissao, Telefone, CPostal, Data, Nome, DesignacaoCP;5;0.00033;31;64429
533;RPT000533;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\3\11\52e71d39-1a95-4865-a076-726fdbee495b\;6ee66fb6-c53f-4cb8-8f20-153b925d3f79.pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;1344
534;RPT000534;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\4\5\b73cb92c-2dbe-4852-8edb-04e033c3c962\;347a60f6-bd2b-41ca-9d83-5ca94f3b7622.1..pdf;;0;0.00000;0;819
535;RPT000535;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\3\17\d1d7babd-dbfa-4b05-8da6-6d38b0de53a3\;d4892bd5-24ea-4ad1-bdb2-b6a289b06007.1..pdf;Filiacao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;14;1380
536;RPT000536;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\1\18\e6fbea70-f85d-4fab-8d5a-2312ccb83eb8\;95b6bb15-10e3-4312-88ba-612ffcfc00a4.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;7568
537;RPT000537;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\3\28\1e2db02f-ca74-48ff-b550-90f2fc7653e7\;e9aeca7a-07cd-4a44-b97e-7e5f9dac7437.1..pdf;Morada, CPostal, Data, EMAIL, Nome;2;0.00013;18;3318
538;RPT000538;Apoio;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\10\9\fb7c2650-81ff-4d98-b729-a1e5a7ba805f\;f810d877-46de-44d2-a3e3-74fd7f88e346.pdf;NIB, Profissao, Telefone, CPostal, EMAIL, DesignacaoCP, Nome;4;0.00026;13;5316
539;RPT000539;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\3\21\c12ded85-a6e1-43a2-9284-2135a106426c\;829079e3-4db1-4c89-9a9a-4310d97790ee.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00017;14;485
540;RPT000540;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\12\038d285f-007d-410b-89a9-6d8809c3cbc7\;9f2878cf-5a2c-4a53-918a-b55efa722acc.1..pdf;;0;0.00000;0;1154
541;RPT000541;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\5\30\ed4a9149-cbb3-4313-aadb-ef75ac4fab69\;bdb5559f-514c-49a4-8b7d-bb6b1255a110.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;2305
542;RPT000542;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\6\22\bf276c34-77c4-4933-980f-9d9d00c9066f\;2010_06_22_12_10_45.pdf;Telefone, Data, DesignacaoCP, Nome;2;0.00013;8;8929
543;RPT000543;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\7\12\545220a8-1fbb-4ec2-b0e6-7a67b55392e5\;fdc8e372-c4de-4da6-be7f-aa7f4dc2e78e.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1333
544;RPT000544;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\2\25\faf7825c-b232-4056-9e53-d11907045225\;3a052dbc-5002-46c5-829c-44eb04ba900b.1..pdf;;0;0.00000;0;2413
545;RPT000545;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\4\9\8ae33406-675e-4e7b-b487-4ab317283e68\;256f828e-35d8-421a-9fce-dd845b16c8fc.pdf;IBAN, Profissao, CPostal, Data, DesignacaoCP, Nome;4;0.00026;14;2712
546;RPT000546;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\5\11\6065728e-cbcb-4c5b-b3a3-93b6bf772a31\;e9095cb0-61e3-44c5-92d8-8a2fcb8c87dc.1..pdf;;0;0.00000;0;3018
547;RPT000547;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\6\18\56e3f18a-7958-499b-a24e-15424fc913d8\;d45f831b-e574-498f-b184-117704f674e0.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;8483
548;RPT000548;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\10\18\c1adaded-ce1e-4e1d-b02a-4f8e60b857bf\;b19ad5e6-6dc9-42b0-9f37-9f08b14151b6.1..pdf;CPostal, Nome;2;0.00013;7;3486
549;RPT000549;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\11\14\159dd85c-b67d-4e16-88bd-9f9d1edceefa\;3ec5c6dc-ee99-4805-bab3-1cff1a7598c1.1..pdf;;0;0.00000;0;2294
550;RPT000550;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\3\12\6fb67c2c-8bac-44db-9666-e5a449023549\;7090799e-5fa0-47cf-8b4b-cf9d04159d04.1..pdf;Filiacao, Profissao, Telemovel, Telefone, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;635;28542
551;RPT000551;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\7\14\a0fb9b2e-fc67-4fda-9528-303f343cda1f\;15905a08-2aa8-49bb-ad98-6719fbb393d7.1..pdf;Filiacao, IBAN, Profissao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;15;1375
552;RPT000552;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\5\5\5f42b942-5095-4207-be7d-368fbb4febe0\;6810fe96-46a6-4148-9a29-7bf3645de0b3.1..pdf;;0;0.00000;0;6384
553;RPT000553;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\5\13\b45d2ef5-4e49-4801-ab95-9d7500c73ea8\;2010_05_13_12_04_28.pdf;NIB, Profissao, Telefone, CPostal, Data, DesignacaoCP, Nome;4;0.00026;15;3392
554;RPT000554;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\18\91114bca-2d02-4d3a-987f-3d6444e2e1d2\;8046dead-52bb-4b82-ad5e-d5e76204d1a8.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;2358
555;RPT000555;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\12\5\bc7c4c28-f624-4a85-bd6e-1adb5821ff47\;a6b2bc48-1a36-45bb-879e-181fdf372e11.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;2972
556;RPT000556;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\5\14\b1a7a6d1-6d5a-455f-98ec-e0202f6c985b\;7f49e552-722e-448e-a905-b5e454439f07.1..pdf;;0;0.00000;0;2704
557;RPT000557;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\2\12\fc3cf89c-ae1c-4f2e-bba0-1d4f058e5b2d\;8441cd1f-a061-4378-a435-bdefa17f95b1.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;3126
558;RPT000558;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\1\4\d7dd3da8-6c48-46eb-a7d9-c1386bde9161\;ab2ffa6d-5033-4e0c-94ff-8740bb14268d.pdf;;0;0.00000;0;13980
559;RPT000559;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\6\25\4cdb8b0e-f7a0-4081-bf06-9c33011d012e\;2009_06_25_17_11_43.pdf;CPostal, Data, DesignacaoCP, Nome;2;0.00013;5;3174
560;RPT000560;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\13\f4c5c5b6-ebbf-4783-aa10-958a3eeaf579\;f4bcd071-0103-4c9d-875e-0c6eebd67ea3.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;8648
561;RPT000561;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\12\20\af8723d9-43e4-4d4d-b302-1a954a5f4c73\;ca5ac513-1817-4ee0-a64e-0bd4b92e46cf.pdf;CPostal, Data, EMAIL, Nome;2;0.00013;16;1561
562;RPT000562;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\4\5\73191942-6930-489c-8754-5f467ab24d15\;ee951aa1-8bc8-480d-978e-6540946526e6.1..pdf;;0;0.00000;0;2968
563;RPT000563;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\8\2\ac6fac00-6ad5-4edc-9e5e-2a41eacaccff\;7917462b-cfb8-4791-8101-9a8cc54ec7bf.1..pdf;IBAN, NIB, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;12;8371
564;RPT000564;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\1\3\00167614-b048-46b8-812e-f8447318fdb2\;f016f291-06d9-44fb-889e-610cf4bc843d.pdf;;0;0.00000;0;7180
565;RPT000565;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\11\5\352192b8-f08d-4324-aef4-9cb800c0e870\;2009_11_05_11_41_08.pdf;NIB, Profissao, Telefone, CPostal, EMAIL, DesignacaoCP, Nome;4;0.00026;17;3829
566;RPT000566;Apoio;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\11\21\3b5319be-48af-45fc-a057-4120b38e1bc4\;75b9030f-aa6a-4081-9354-908d8417bda4.pdf;NIB, Profissao, Telefone, CPostal, EMAIL, DesignacaoCP, Nome;4;0.00026;14;4810
567;RPT000567;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\10\17\8e753f14-cf60-46e8-99f4-157b50756353\;9b484615-c8fd-49ba-827b-1be3840743ae.pdf;CPostal, Nome;2;0.00013;7;1485
568;RPT000568;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\4\06e8f6dc-484f-4598-87b9-7271a767829c\;c62ce0fd-a0e1-483f-bc7f-13f266668450.1..pdf;;0;0.00000;0;4511
569;RPT000569;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\3\5\4160bfea-2638-47ec-b32e-5fff80b6ae2e\;d0f65b9f-83a9-4a79-82e2-96dd00b5521e.pdf;;0;0.00000;0;7415
570;RPT000570;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\1\27\34b0504b-48e5-49ee-82af-aa63dd0e6ad8\;e9a8587f-b797-4da6-80d3-3ad3dac0285a.1..pdf;;0;0.00000;0;2697
571;RPT000571;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\6\25\ef155104-4619-4e87-bf5e-ed282824defc\;edfe9849-0ff7-4d84-9863-cf27c068d5e7.1..pdf;;0;0.00000;0;4929
572;RPT000572;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\12\27\c33109f9-bf6c-4f71-95ce-53eda6bec71f\;b2b270ee-c6bc-41eb-9d88-a8fc0161ba47.pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;1373
573;RPT000573;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\2\28\a8a58efd-c1d3-44ab-8181-91ebba2c7157\;18807663-e6a0-4fb2-a626-a1fef4431a99.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;2653
574;RPT000574;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\4\19\8a183518-3201-4553-b8ce-9d5d00e4de61\;2010_04_19_13_51_17.pdf;NIB, Telefone, CPostal, Data, DesignacaoCP, Nome;4;0.00026;45;24689
575;RPT000575;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\9\14\dd573cef-9c0d-4258-b687-eb1889e9085f\;befc7d23-4792-48a3-a2c8-d3aca72fc4aa.1..pdf;IBAN, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;19;10406
576;RPT000576;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\12\17\6352fadd-140e-43f5-8367-834f2dc602d2\;b28ca6d2-aa87-4822-8413-490d5591f618.1..pdf;IBAN, Profissao, CPostal, Data, DesignacaoCP, Nome;4;0.00026;17;1533
577;RPT000577;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\12\9\dcd32f2b-3b6e-4c22-9536-26f1c6a785d5\;67e49b21-df65-400e-adaa-0c92cac016dc.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;1389
578;RPT000578;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\2\19\bca55790-e7af-4027-9a89-ccfed58cec3e\;c0a237f0-2204-4372-891c-0f311c3ea471.pdf;Filiacao, CPostal, Data, DesignacaoCP, Nome;5;0.00017;10;505
579;RPT000579;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\9\17\b1f43537-19e3-4e20-a77f-3563e6d2f76f\;4da6713b-2962-4c71-b77f-e9ac56552cea.pdf;Data, EMAIL, DesignacaoCP, Nome;2;0.00013;7;26283
580;RPT000580;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\3\3\fc9e8fad-4e12-4cf8-bc28-98ebeeba922a\;aae92800-ca73-4577-ad91-0e0ec7d3dc60.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;28;1153
581;RPT000581;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\8\31\8d366c42-e32f-4b6b-abcf-bc7f693ccada\;e72bc401-1b02-4f66-a8cc-ccfd01a3c2b9.1..pdf;;0;0.00000;0;5805
582;RPT000582;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\10\30\dc3cfb78-87c0-4589-97ff-47ccdc5ec508\;115165f5-6733-4a38-a92a-05ecc259c3f5.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;8436
583;RPT000583;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\7\6\3c4dd55b-b94b-441b-9aa2-9dab00c4e0dc\;2010_07_06_11_51_33.pdf;CPostal, Data, DesignacaoCP, Nome;2;0.00013;20;17537
584;RPT000584;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\7\17\5d28dfc8-3788-4dbd-baa2-e28a2cd1c945\;d9cc3bd3-4de7-4859-a18d-9dee44b041d4.pdf;;0;0.00000;0;1291
585;RPT000585;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\5\19\256fb6ab-25e5-4f9d-a8d4-d0be99debc78\;883e63ad-3564-495c-887a-3dcc61d5181e.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;25;7660
586;RPT000586;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\7\5\548d6d45-ffa6-431a-b364-5342e85338e8\;f31d24f7-8ca3-44b4-8fde-b62921ef4f9f.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;3030
587;RPT000587;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\3\13\dd6e2b6b-43b9-4745-8eb0-67c8d569d190\;332ed5da-e528-4866-9e09-696b8ade448e.1..pdf;;0;0.00000;0;4284
588;RPT000588;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\11\7\9e1b538b-953a-4591-a7e3-1316cf3e546f\;447c24e4-a4e8-4ace-bb16-386aa11438b0.pdf;Filiacao, CPostal, Data, DesignacaoCP, Nome;5;0.00033;12;4558
589;RPT000589;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\5\29\6fb191a6-8690-444c-8fc2-39b8d0aeb51e\;c3d4bd58-5892-4e2a-8486-45bb5335b74b.pdf;Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;30;87960
590;RPT000590;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\2\16\7244e3f9-0cf5-492c-9929-5c10b9cca86c\;a1735508-3b33-4129-b49a-64359eec679a.1..pdf;Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;20;2022
591;RPT000591;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\19\f74d90da-71e1-4670-a542-af015cd9107c\;74ca6e8c-6dbb-49c2-929b-fd57d3a8c01c.1..pdf;;0;0.00000;0;14299
592;RPT000592;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\9\28\31150cc5-5511-49cf-958e-1a8e99ea2202\;84cd6b7a-9342-4d07-baaa-ffc9aa78961e.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;2312
593;RPT000593;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\11\22\f6109646-4697-4d74-a74d-40e09510fc50\;b82cb0f2-7d3a-4247-b229-b32504f5dd83.pdf;;0;0.00000;0;50871
594;RPT000594;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\1\3\e4a2da2f-8613-4dc8-8ceb-a2b9001db579\;56263fe5-5fab-4180-8512-eaf8f81fd33c.1..pdf;IBAN, NIB, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;17;2026
595;RPT000595;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\7\21\15123785-bd8e-4279-ab50-e433531b9c65\;4b84b5f9-5629-40f4-ae5e-201e6641f03d.1..pdf;;0;0.00000;0;10839
596;RPT000596;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\4\2\adc2164e-c1ae-43b5-bf24-c75c9adbfebe\;5a52f306-d261-47ff-a038-57d4f055a423.pdf;;0;0.00000;0;9238
597;RPT000597;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\9\5\3baee3a7-7c3c-45bc-bfdb-671a2e5b414c\;badd1cc5-1e9f-4a9e-a655-492fc8266680.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;2072
598;RPT000598;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\3\8\e57ab631-2106-47c2-bd78-09ac06214e51\;34fca0f2-c364-4d3a-b1b9-88f7623a3ee5.1..pdf;CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;10;1022
599;RPT000599;Apoio;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\1\3\061e36d6-f19f-4f09-b455-eec83079192f\;769eb101-adf5-47ba-a06b-5a14c24c4d4c.pdf;Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0.00013;14;36698
600;RPT000600;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\1\29\9c42f85d-b9d3-4cfa-a3ca-6039d2973feb\;728580aa-a8f1-4961-a0c4-249e13d1d964.1..pdf;Filiacao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;15;2575
601;RPT000601;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\1\10\373ae84f-5c0b-44be-89b8-1c37910a79e8\;23bbcef3-83c3-415d-8ce1-93c9168561a4.1..pdf;Filiacao, Profissao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;31;1134
602;RPT000602;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\7\12\a9facd6a-4a8a-4034-b84e-85a825d5156b\;3d4c4f42-0c77-4788-9bd4-b8397914f678.pdf;IBAN, NIB, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;18;1241
603;RPT000603;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\8\23\50c319b5-14d6-4a2e-8a71-9b74e3bdd32a\;c0781be6-853e-42f7-9907-be3fd3a58c22.pdf;NIB, Telefone, CPostal, Nome;4;0.00026;14;15937
604;RPT000604;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\1\13\c852d37b-a6c6-47d6-886c-a7babbfb7011\;e80a2e93-db90-4dd4-b538-81ed9f023daf.1..pdf;;0;0.00000;0;820
