Key;Label;Tipo Ficheiro;Pasta;Ficheiro;Tipo de Dado;Clas. Risco;Densidade Risco;Nr Dados;Tamanho Documento
1310;RPT001310;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2008\TOMADAS DE POSSE DITIC\;DITIC- tomadas de posse.doc;Profissao, Nome;2;0,00007;46;486
1312;RPT001312;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Entradas\DAGI\JANEIRO\;E-011-DAGI.pdf;Filiacao, Telefone, Morada, CPostal, NIF, Data, Nome, DesignacaoCP;5;0,00033;30;22122
1314;RPT001314;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\ARQUIVO DAGI\2011\10_Outubro 2011\Saidas\Notas\;Nota Saída Nº 93.pdf;;0;0;0;10267
1316;RPT001316;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DAGI\PRAÇAS\CAB L Pais\;ODU-SSTI-22-2012 Destacamento.pdf;;0;0;0;87709
1318;RPT001318;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2015\OFÍCIOS\04 - Abril\Minuta e Ofício GAB CEMA - Centro Dados MDN\;Minuta de Oficio GCEMA_Centro Dados.docx;Filiacao, Morada, CPostal, Nome, DesignacaoCP;5;0,00017;15;917
1320;RPT001320;doc;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\2SAR A AMORIM\;memo nº53 apresentação-1TEN-Roboredo.doc;Profissao, Nome;2;0,00007;10;388
1322;RPT001322;xls;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\04-Civis\Ass. Tec.Redtel António Gonçalves Martins\GUIAS\;M-129-2016-ESTAÇÃO SALVA VIDAS DE VIANA DO CASTELO.xls;Data, DesignacaoCP, Nome;2;0,00013;11;18590
1324;RPT001324;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Praças\CAB E Reis Lima\Guias 129_130\;Junta S_Naval 24maio12.xlsx;Data, Nome, DesignacaoCP;2;0,00013;14;2615
1326;RPT001326;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\03-Praças\CAB E Barradas Geadas\Guias\2014\;M129-HFAR 18AGO14.pdf;Data, Nome, DesignacaoCP;2;0,00013;7;24426
1328;RPT001328;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2018\Saidas\DITIC\S-001-DITIC\;GUIA+MAPA+MSG-Ato Gestão Nº001.pdf;Data, Nome, DesignacaoCP;2;0,00013;17;27420
1330;RPT001330;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\MAPA ASSIDUIDADE\GAPAE\Mapas 2009\;MAPA ASSIDUIDADE-DEZ GAPAE.xls;Nome;1;0,00003;1;533
1332;RPT001332;pdf;\\sti-srv-01\STI\Servicos Partilhados\2017\LISTAGENS CHAVES\ANTIGAS\;STI -.pdf;;0;0;0;1655
1334;RPT001334;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2011\DESPACHOS\SSTI\;DESPACHO_S-N_21MAR2011.docx;Nome;1;0,00007;4;1456
1336;RPT001336;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Praças\destacados\CAB E Garcias Angelina\Guias 129_130\;M-129-2012-DMPL 17JAN12-ANGELINA.xls;Data, Nome, DesignacaoCP;2;0,00013;11;3994
1338;RPT001338;docx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\1SAR ETC Narciso\Notas\;NOTA DITIC-AJUDAS DE CUSTO-CZMN 22OUT14-1SAR NARCISO.docx;Profissao, Morada, CPostal, EMAIL, Nome, DesignacaoCP;2;0,00013;13;1222
1340;RPT001340;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\STI\PRAÇAS\Destacados\Cab AD Santos Jorge\Reserva\autobiografia\;anxp_op2041_12.pdf;Data, Nome, DesignacaoCP;2;0,00007;50;650
1342;RPT001342;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DAGI\INFORMAÇÕES DAGI\DAGI\Informações 2012\SIOP 2012\;2TEN GONÇALVES DEUS.xls;Profissao, Nome, DesignacaoCP;2;0,00013;15;2342
1344;RPT001344;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\ARQUIVO DAGI\2011\05_Maio 2011\Saidas\Notas\;Saída nº 37.pdf;;0;0;0;2049
1346;RPT001346;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2014\MAPA ASSIDUIDADE\DAGI\;SETEMBRO.xlsx;Nome;1;0,00003;4;374
1348;RPT001348;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2014\ORDENS\2014\;ODU SSTI 22-14.pdf;Profissao, Data, Nome, DesignacaoCP;2;0,00013;66;18656
1350;RPT001350;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2011\LOUVORES_2010\Gravura\PRAÇAS\;Gravura louvor - PRAÇAS - ALBUQUERQUE.doc;Profissao, Nome, DesignacaoCP;2;0,00013;16;17211
1352;RPT001352;docx;\\sti-srv-01\STI\Servicos Partilhados\2017\AVALIAÇÕES\Avaliacoes Civis\Notas\;Fichas de Avaliação -ANEXO-NOTA 044 DITIC.docx;Nome, DesignacaoCP;2;0,00007;9;519
1354;RPT001354;pdf;\\sti-srv-01\STI\Servicos Partilhados\2017\ESCALAS ETIR\Escalas publicadas\;Escala ETIR dezembro 16.pdf;Nome, DesignacaoCP;2;0,00013;28;6739
1356;RPT001356;docx;\\sti-srv-01\STI\Servicos Partilhados\2016\LOUVORES\DITIC\SAJ C ROCHA PENEDO\;20160901_Louvor SAJ António Manuel Rocha Penedo.docx;Filiacao, Profissao, Data, Nome;5;0,00017;25;490
1358;RPT001358;docx;\\sti-srv-01\STI\Servicos Partilhados\2016\ORDENS.(ODU-STI)\;ODU-STI -42 -16.docx;Filiacao, Profissao, Crime, Morada, Genero, Data, Nome, DesignacaoCP;5;0,00033;110;2038
1360;RPT001360;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\1SAR TF Matos Pires\;Guia de Marcha Destacamento.pdf;;0;0;0;5529
1362;RPT001362;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Oficiais\1TEN STP Pratas Quaresma\Guias 129_130\;COMNAV OUT12.xlsx;Nome, DesignacaoCP;2;0,00013;11;2579
1364;RPT001364;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\01-Oficiais\1TEN Gonçalves de Deus\até 29SET2017\Memo\;S-045-DAGI.pdf;;0;0;0;2182
1366;RPT001366;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2013\NOTAS-2013\;NOTA_SSTI_58_PAFE 2015.doc;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;1171
1368;RPT001368;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\Destacados\Praças\CMOR E FORTE\Férias\2014\;07 a 23JUL14.xlsx;Morada, CPostal, Nome;2;0,00013;14;3431
1370;RPT001370;pdf;\\sti-srv-01\STI\Servicos Partilhados\2017\ABONOS 2017\DITIC\09 - Setembro\Mapas Militares_Civis - DITIC - CORE\Mapas Enviados Setembro\;DITIC_CORE_MPRF_3SET.pdf;Profissao, Nome;2;0,00013;11;5969
1372;RPT001372;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DAGI\OFICIAIS\1TEN Gonçalves de Deus\Notas\;Nota Entrada nº 45.pdf;;0;0;0;2886
1374;RPT001374;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2010\AJUDAS DE CUSTO\;nota enviar boletim itinerário Nacional nova AÇORES.doc;Profissao, Nome, DesignacaoCP;2;0,00013;19;1107
1376;RPT001376;doc;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\04-Civis\Tec. Inf. Alexandre Lança Lopes\Notas\;NOTA_145-Devolução-EmissãoNovo-ESTACIONAMENTO EM PARQUES PRIVATIVOS DA MARINHA.doc;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;13;1213
1378;RPT001378;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\GUIAS 2012\GUIAS DE DESLOCAÇÃO M129\Deslocações - A_Custo\;M-129-2011-CZMS_14-02.xls;Data, Nome, DesignacaoCP;2;0,00013;13;2783
1380;RPT001380;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\CDIACM\Civis\Ass. Tecn. Fradique\MSG's\;Document.pdf;;0;0;0;5827
1382;RPT001382;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2011\MENSAGENS\2011\;Msg01 - férias_nao-gozadas-SANTOS_FERREIRA.doc;Profissao, Data, Nome, DesignacaoCP;2;0,00013;6;1618
1384;RPT001384;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2015\MEMO'S 2015\DITIC\06 - junho\;DITIC-memo escalas de serviço - SAJ ETC MATIAS FERREIRA -Planeamento.docx;Profissao, Data, Nome, DesignacaoCP;2;0,00007;16;807
1386;RPT001386;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Oficiais\2TEN STESP Branco Martins\Férias\2013\;29ABR A 01MAI13.xlsx;Morada, CPostal, Nome;2;0,00013;16;1589
1388;RPT001388;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Entradas\STI\MARÇO\;E-002-STI.pdf;Filiacao, Profissao, Telefone, Morada, CPostal, NIF, Nome;5;0,00033;20;25357
1390;RPT001390;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Praças\destacados\CAB E SOUSA MOTA\GUIAS\;M129 IH 05NOV13.pdf;DesignacaoCP, Nome;2;0,00013;2;4337
1392;RPT001392;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\01-Oficiais\CFR Oliveira Vieira\Notas\;S-077-STI.pdf;;0;0;0;15755
1394;RPT001394;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\1SAR L Ferreira\Guias 129_130\;Jogo Futsal UAICM 15OUT12.xlsx;Nome, DesignacaoCP;2;0,00013;9;2526
1396;RPT001396;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Saidas\DITIC\JUNHO\;S-048-DITIC.pdf;Profissao, Morada, CPostal, Data, EMAIL, Nome, DesignacaoCP;2;0,00013;20;18918
1398;RPT001398;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2011\AVALIAÇÕES\INFORMAÇÕES POR DIVISÕES\DD\;CFR MARQUES DA SILVA.xls;Profissao, Nome, DesignacaoCP;2;0,00013;17;2434
1400;RPT001400;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DAGI\CIVIS\AT Carlos Lopes\Férias\2012\;Guia-Férias-25 a 29mai2012.xls;Habilitacao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0,00013;194;321131
1402;RPT001402;pdf;\\sti-srv-01\STI\Servicos Partilhados\2018\ALARDO\ANTERIORES\;LISTA TELEFÓNICA DE PESSOAL STI - ACT 08MAR16.pdf;Profissao, Telemovel, Telefone, CPostal, NIF, Data, EMAIL, DesignacaoCP, Nome;4;0,00026;887;16139
1404;RPT001404;pdf;\\sti-srv-01\STI\Servicos Partilhados\2018\AVALIAÇÕES\AVALIAÇÕES DO PESSOAL MILITAR_2018\;S-023-STI.pdf;Nome;1;0,00007;1;5673
1406;RPT001406;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\1SAR E Palma Baião\Guias\M129\;Cerro de são Miguel e Foia 10SET15.pdf;Data, Nome, DesignacaoCP;2;0,00013;11;7503
1408;RPT001408;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Praças\CAB E Reis Lima\;Folha de Assentamentos - Cabo E Lima.pdf;;0;0;0;18599
1410;RPT001410;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2014\Entradas\STI\JULHO\;E-033-SSTI.pdf;Filiacao, Telefone, Morada, CPostal, NIF, Data, EMAIL, Nome, DesignacaoCP;5;0,00033;48;30956
1412;RPT001412;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Oficiais\_DESTACADOS\2TEN SA DE ARAUJO\;PRORROGAÇÃO DE CONTRATO OFICIAIS RC'S- ARAÚJO-1.doc;Nome;1;0,00003;10;308
1414;RPT001414;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2010\DECLARAÇÕES\PEDIDO DE ALOJAMENTO MESSE OFICIAIS ALFEITE\;DECLARAÇÃO PARA ALOJAMENTO MESSE RESIDÊNCIAL.doc;Profissao, Nome, DesignacaoCP;2;0,00013;9;1096
1416;RPT001416;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\GUIAS 2012\GUIAS DE DESLOCAÇÃO M129\;M-129-2012-11jul BNL.xls;Nome, DesignacaoCP;2;0,00013;11;3994
1418;RPT001418;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DAGI\OFICIAIS\DESTACADOS\CTEN Lourenço Gorricha\Férias\;21jul a 16ago11.xls;Habilitacao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0,00013;203;87811
1420;RPT001420;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\01-Oficiais\CTEN EN-AEL Santos Veloso\Ferias\2017\;14-08 a 05-09-17.pdf;Morada, CPostal, DesignacaoCP, Nome;2;0,00013;18;3968
1422;RPT001422;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\STI\PRAÇAS\1MAR MS Ramos\Apresentação\;M-130 - Apresentação.pdf;;0;0;0;3416
1424;RPT001424;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2015\MAPA DE ASSIDUIDADE\STI\;04 - ABRIL.xlsx;Nome;1;0,00003;50;387
1426;RPT001426;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\01-Oficiais\2TEN SA DE ARAUJO\Guias 129 -130\;Guia M129 DM17 - SÁ DE ARAÚJO.pdf;Data, DesignacaoCP, Nome;2;0,00013;12;3157
1428;RPT001428;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2014\MAPA ASSIDUIDADE\DITIC\;NOTA ENVIO MAPA-ASSIDUIDADE SETEMBRO.docx;Profissao, Morada, CPostal, EMAIL, Nome, DesignacaoCP;2;0,00013;9;1214
1430;RPT001430;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2011\REQUERIMENTOS\;NOTANº55-Enviar Requerimentos-PACHECO.doc;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;17;1052
1432;RPT001432;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2009\EXPOSIÇÕES\;NOTA-Envio EXPOSIÇÕES.doc;Nome, DesignacaoCP;2;0,00013;6;1077
1434;RPT001434;docx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\02-Sargentos\SAJ ETS Miguel Fernandes\NOTAS\;NOTA DAGI REQ MEDALHA SAJ ETS FERNANDES - ATALANTA.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;1214
1436;RPT001436;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DAGI\PRAÇAS\CAB E Reis Lima\Ordens\;dagi para ditic anxp_op2229_11.pdf;Habilitacao, Data, Nome, DesignacaoCP;2;0,00007;40;544
1438;RPT001438;pdf;\\sti-srv-01\STI\Servicos Partilhados\2018\AVALIAÇÕES\AVALIAÇÕES DO PESSOAL MILITAR_2018\Folhas. avaliacao-DITIC\1TEN TSN-ELT CABRITA BRANCO(enviado)\;SAJ CM CARDOSO ROLO.pdf;Profissao, Nome, DesignacaoCP;2;0,00013;19;54174
1440;RPT001440;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\Destacados\Oficiais\2TEN TN - Sofia Alves\Guias 129_130\;Esq- Subm.2013.xlsx;Nome, DesignacaoCP;2;0,00013;7;2523
1442;RPT001442;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DAGI\PRAÇAS\DESTACADOS\Cab AD Santos Jorge\Parentalidade\;Lei 4_2009.pdf;Filiacao, Profissao, Nome, DesignacaoCP;5;0,00033;27;6195
1444;RPT001444;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Sargentos\_destacados\2SAR ETI Gomes Venâncio\Guia 129_130\;M-129-2011-UAICM_2SAR-ETI-VENÂNCIO.xls;Profissao, Nome, DesignacaoCP;2;0,00013;7;2770
1446;RPT001446;docx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Civis\Ass. Esp. Natália Fernandes\MSG,s\2013\;BAIXA FEV13.docx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;4;1319
1448;RPT001448;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DAGI\OFICIAIS\2TEN Ferreira Monteiro\Férias\;26ABR  a 2MAI.pdf;;0;0;0;1227
1450;RPT001450;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2014\ORDENS\2014\;ODU SSTI 29-14.docx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;64;11871
1452;RPT001452;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Saidas\DITIC\MAIO\;S-014-DITIC.pdf;Profissao, CPostal, Nome, DesignacaoCP;2;0,00013;13;5352
1454;RPT001454;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DAGI\OUTRAS\Criação SSTI\PROP ORÇAMENTAL 2010\;PLANEAMENTO ORÇAMENTAL.xls;Data, DesignacaoCP, Nome;2;0,00007;15;586
1456;RPT001456;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2016\Saidas\DITIC\;S-226-DITIC.pdf;Data, Nome;2;0,00013;6;14656
1458;RPT001458;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\STI\Destacados\Sargentos\SCH T Silva\DESTACAMENTO\;Boletim de destacamento-UAICM.pdf;Habilitacao, Profissao, Nome, DesignacaoCP;2;0,00013;13;5407
1460;RPT001460;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\04-Civis\Tec. Inf. Armando Melo\Baixas\2011\;25_10 a 23_11_2011.pdf;;0;0;0;8604
1462;RPT001462;doc;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\1SAR ETC Silva Catana\E-mail's\;Boletim Itenerario Catana CZMSul 06ABR11.doc;Profissao, Nome, DesignacaoCP;2;0,00013;14;1069
1464;RPT001464;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2014\Entradas\STI\MARÇO\;E-87-SSTI.pdf;Profissao, CPostal, Nome, DesignacaoCP;2;0,00013;8;15456
1466;RPT001466;docx;\\sti-srv-01\STI\Servicos Partilhados\2018\NOTAS.2018\DAGI\06.JUNHO\;NOTA 029 - DAGI - Certificados de formação CTEN FZ Rocha Rei.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;12;1330
1468;RPT001468;pdf;\\sti-srv-01\STI\Servicos Partilhados\2018\ABONOS 2018\DITIC\05-Maio\Mapas Abonos Militares e Civis - DITIC - CORE\Mapa Abonos Diário - Enviados\;Mapa_de_Abono_Diário - DITIC-CORE - 21MAI a 27MAI18..pdf;Profissao, Nome;2;0,00013;9;6717
1470;RPT001470;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\1SAR ETC Narciso\Guias 129_130\2015\;M129 PENALVA 25FEV15.pdf;Data, Nome, DesignacaoCP;2;0,00013;15;4251
1472;RPT001472;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\SCH ETC Marques Bugalhão\Férias\2013\;Férias 04NOV13.xlsx;Morada, CPostal, DesignacaoCP, Nome;2;0,00013;10;1562
1474;RPT001474;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DAGI\OFICIAIS\STEN TN - SOFIA ALVES\Notas\;NOTA DAGI-Prorrogação de contrato STEN Sofia Alves.docx;Profissao, Morada, CPostal, EMAIL, Nome, DesignacaoCP;2;0,00013;16;1233
1476;RPT001476;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Praças\CABO E Reis Lima\Guias 129_130\;Junta S_Naval 07JUL11.xls;Data, Nome, DesignacaoCP;2;0,00013;12;2788
1478;RPT001478;docx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\Destacados\Oficiais\1TEN Guerreiro Pacheco\Notas\;Nota a enviar Req_hORÁRIO fLEXÍVEL NOV12.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00007;13;846
1480;RPT001480;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2010\REQUERIMENTOS\CONCURSOS\;NOTA - Requerimento para concursos.doc;Profissao, Nome, DesignacaoCP;2;0,00013;8;1093
1482;RPT001482;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Saidas\DITIC\MARÇO\;S-019-DITIC.pdf;Profissao, Morada, CPostal, Data, EMAIL, Nome, DesignacaoCP;2;0,00013;27;9920
1484;RPT001484;xls;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\STI\Destacados\Oficiais\CFR SEP Furtado Martins\Guias 130_129\;M-129-2011-UAICM-SSAÚDE (2).xls;Nome, DesignacaoCP;2;0,00013;6;2786
1486;RPT001486;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\STI\Sargentos\SAJ TF SILVA\PUA\;Termo de responsabilidade individual.pdf;;0;0;0;8391
1488;RPT001488;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Entradas\DAGI\OUTUBRO\;E-006-DAGI.pdf;CPostal, Nome;2;0,00013;6;18901
1490;RPT001490;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\02-Sargentos\SCH ETC Rodrigues Simoes\GUIAS\;M129 CZMA 9 a 11ABR14.pdf;Data, Nome, DesignacaoCP;2;0,00013;15;4226
1492;RPT001492;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\02-Sargentos\SAJ ETS Miguel Fernandes\Louvores\;S-112-DAGI.pdf;;0;0;0;3760
1494;RPT001494;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DAGI\OFICIAIS\CMG Alves Francisco\Férias\2013\;férias 02 a 05jul13.xls;Morada, CPostal, Nome, DesignacaoCP;2;0,00013;12;310644
1496;RPT001496;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Oficiais\_DESTACADOS\CTEN EN-AEL Fiuza Vicente\Guias 129_130\;Acção de formação RUMOS .xls;Nome, DesignacaoCP;2;0,00013;8;2803
1498;RPT001498;doc;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\02-Sargentos\1SAR FZ Silva Pereira\Suplemento de Residência\;Requerimento Unidade de Preferência.doc;CPostal, Nome;2;0,00007;12;795
1500;RPT001500;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\CIVIS\TI Rodrigues Graça\MSG's\;Subsídio Refeição Dezembro .docx;Profissao, Nome, DesignacaoCP;2;0,00013;5;1304
1502;RPT001502;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\GAPAE\OFICIAIS\1TEN AN Pinto\Ordens\;OP1 56 promoção JUL12.docx;Nome;1;0,00003;3;229
1504;RPT001504;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\STI\Destacados\Praças\1MAR MS Machado Charruadas\Férias\2015\;16FEV15.pdf;Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;2794
1506;RPT001506;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Praças\destacados\CAB M Serrano\Guias 129_130\;Trib.MarítimoLX-.xls;Data, Nome, DesignacaoCP;2;0,00013;11;3959
1508;RPT001508;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Sargentos\SAJ C ROCHA PENEDO\Férias\2014\;15DEZ14 a 01JAN15.pdf;CPostal, Nome, DesignacaoCP;2;0,00013;16;2833
1510;RPT001510;docx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Oficiais\1TEN STP Lopes Cordeiro\Notas\;NOTA348-DITIC-2013-Devolução-ESTACIONAMENTO EM PARQUES PRIVATIVOS DA MARINHA.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00007;11;976
1512;RPT001512;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2016\Entradas\DITIC\;E-442-DITIC.pdf;Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;12;22847
1514;RPT001514;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Oficiais\CTEN Saraiva de Oliveira\GUIA DE FÉRIAS\2015\;29JUN A 06JUL15.pdf;CPostal, Data, Nome, DesignacaoCP;2;0,00013;17;2791
1516;RPT001516;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Entradas\STI\ABRIL\;E-039-STI.pdf;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;21;35319
1518;RPT001518;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\01-Oficiais\1TEN Ferreira Monteiro\Férias\2011\;Proposta_LICENÇA_SSTI.pdf;Morada, CPostal, Data, Nome;2;0,00013;10;66281
1520;RPT001520;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\SSTI\ALARDO\PRAÇAS\CAB L Duarte de Oliveira\;OLIVEIRA AVALIAÇÕES 2013.xls;Profissao, Nome, DesignacaoCP;2;0,00013;18;2525
1522;RPT001522;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Oficiais\STEN TSN AZEVEDO DA SILVA\;NOTA_325-2012-DSAFC-Enviar Ajudas de Custo-CZMMADEIRA.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00007;40;918
